customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn (Yes=1)
7852-LECYP,1,1,1,0,13,1,Yes,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Credit card (automatic),93.8,0
4430-UZIPO,1,0,0,0,3,0,No phone service,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.85,1
4822-LPTYJ,1,0,1,0,72,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,0
8165-CBKXO,1,0,1,1,66,0,No phone service,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),56.75,0
4855-SNKMY,0,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,1
8008-HAWED,1,0,0,0,14,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,1
7124-UGSUR,0,1,1,0,61,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.4,1
1862-SKORY,0,1,1,0,40,0,No phone service,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,1
5236-XMZJY,0,0,0,0,42,1,No,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),59.65,0
4827-DPADN,0,0,1,1,72,1,Yes,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,0
2694-CIUMO,0,0,0,0,12,1,Yes,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.55,0
0909-SDHNU,0,0,0,1,7,0,No phone service,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.8,0
4647-XXZAM,0,0,1,1,6,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.5,0
1502-XFCVR,0,0,0,0,58,1,No,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,106.45,1
7740-KKCXF,1,0,1,0,51,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.05,0
5360-XGYAZ,1,0,1,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.65,0
9692-TUSXH,0,0,0,0,18,1,No,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1
7912-SYRQT,0,0,0,0,7,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.1,1
3557-HTYWR,0,0,0,0,47,1,Yes,DSL,1,1,0,1,0,1,Two year,0,Mailed check,74.05,0
4816-JBHOV,1,1,0,0,2,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.7,1
8920-NAVAY,1,1,0,0,62,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),110.75,0
5600-PDUJF,1,0,0,0,6,1,No,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),49.5,0
8292-TYSPY,1,0,0,0,19,1,No,DSL,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),55,1
0567-XRHCU,0,0,1,1,69,0,No phone service,DSL,1,0,1,0,0,1,Two year,1,Credit card (automatic),43.95,0
1867-BDVFH,1,0,1,1,11,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,1
2067-QYTCF,0,0,1,0,64,1,Yes,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.15,0
2359-QWQUL,0,0,1,0,39,1,No,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),104.7,1
9103-TCIHJ,0,0,0,0,15,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,55.7,1
0052-DCKON,1,0,1,0,66,1,Yes,Fiber optic,1,1,1,1,1,1,One year,0,Bank transfer (automatic),115.8,0
3654-ARMGP,0,0,0,0,61,1,Yes,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),88.65,0
9699-UBQFS,0,1,1,0,43,1,Yes,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,94.5,0
1261-FWTTE,1,1,0,0,23,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.65,0
3528-HFRIQ,1,1,1,0,71,0,No phone service,DSL,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),52.3,0
0708-SJDIS,0,0,0,0,34,1,Yes,DSL,0,0,0,1,1,0,Month-to-month,0,Mailed check,65,0
2073-QBVBI,0,0,1,0,41,0,No phone service,DSL,0,1,0,1,0,0,One year,0,Mailed check,35.45,0
3320-VEOYC,1,1,0,0,14,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.6,0
6617-WLBQC,0,0,1,1,23,1,Yes,Fiber optic,1,0,0,0,0,0,One year,0,Credit card (automatic),81.85,0
2599-CIPQE,1,0,1,1,71,1,No,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),109.3,0
6653-CBBOM,0,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,1
7326-RIGQZ,1,0,1,1,6,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,0
3247-ZVOUO,1,1,1,0,10,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.55,1
0254-FNMCI,0,0,0,0,72,1,No,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,109.9,0
1848-LBZHY,0,0,1,0,7,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.3,0
6101-IMRMM,1,0,0,1,6,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,94.5,1
8118-TJAFG,1,0,1,1,9,1,No,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,101.5,0
5429-LWCMV,0,0,0,0,12,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.15,0
9758-MFWGD,0,1,1,1,48,0,No phone service,DSL,0,1,0,0,0,0,One year,0,Bank transfer (automatic),29.9,0
3955-JBZZM,1,0,0,0,20,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,0
1268-ASBGA,0,1,1,0,16,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.35,1
8943-URTMR,0,0,0,0,2,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,79.65,1
4713-LZDRV,0,1,0,0,2,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,1
9909-IDLEK,1,0,1,1,20,1,Yes,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Mailed check,96.8,0
4325-NFSKC,1,1,0,0,19,1,Yes,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,90.6,1
9927-DSWDF,1,0,1,0,22,1,No,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Electronic check,104.6,0
9500-LTVBP,0,0,0,0,35,1,Yes,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.05,0
7252-NTGSS,0,0,0,0,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.15,0
8149-AIQCG,1,0,0,0,39,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.15,0
1360-JYXKQ,0,1,1,0,54,1,No,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,99.1,0
7762-URZQH,1,0,1,0,66,1,Yes,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),106.05,1
0899-WZRSD,1,0,0,0,56,1,Yes,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Mailed check,105.35,0
3255-GRXMG,1,0,0,1,18,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),45.65,0
4828-FAZPK,0,0,1,1,16,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,0
6094-ZIVKX,0,0,0,0,68,1,No,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),54.45,0
3262-EIDHV,0,0,1,1,72,1,Yes,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),84.7,0
7354-OIJLX,1,0,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.85,0
1376-HHBDV,0,0,0,0,30,1,No,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.8,0
6907-NZZIJ,0,0,0,0,36,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,1
6133-OZILE,0,0,0,0,18,0,No phone service,DSL,0,0,1,1,0,0,Month-to-month,1,Electronic check,35.2,0
4135-FRWKJ,0,1,1,1,55,1,Yes,DSL,1,0,1,1,1,0,One year,0,Electronic check,76.25,0
2911-UREFD,0,0,1,0,39,0,No phone service,DSL,1,0,1,0,1,1,Month-to-month,0,Electronic check,55.9,1
3744-ZRRDZ,1,0,0,0,21,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.35,1
5673-TIYIB,1,0,0,0,2,0,No phone service,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),40.4,1
7191-ADRGF,1,0,1,0,44,0,No phone service,DSL,0,1,1,0,1,1,Two year,0,Bank transfer (automatic),54.3,0
5018-LXQQG,0,0,1,1,30,1,No,DSL,1,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.3,0
1602-IJQQE,0,0,0,0,4,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,1
4628-WQCQQ,1,0,0,1,35,1,No,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.15,1
1746-TGTWV,1,0,1,0,1,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),75.35,0
5995-SNNEW,1,1,1,0,23,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.45,0
8050-WYBND,0,0,0,1,22,0,No phone service,DSL,0,0,1,0,1,1,One year,1,Credit card (automatic),49.45,0
4879-GZLFH,0,0,1,1,42,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.15,0
1644-IRKSF,0,0,1,1,33,1,No,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,93.8,1
9402-ROUMJ,0,0,1,1,67,1,Yes,Fiber optic,1,0,1,1,0,1,One year,1,Bank transfer (automatic),100.25,0
2507-QZPQS,1,0,0,0,15,1,Yes,Fiber optic,0,1,0,1,0,1,Month-to-month,0,Electronic check,95.7,0
7159-NOKYQ,1,0,1,0,67,1,Yes,Fiber optic,0,1,1,0,0,1,Two year,1,Electronic check,93.15,0
5707-ZMDJP,1,0,1,1,53,1,No,DSL,1,1,0,1,1,0,Two year,1,Mailed check,69.7,0
7136-IHZJA,0,0,1,1,40,1,No,DSL,1,1,0,1,0,1,Month-to-month,1,Mailed check,71.35,0
7074-STDCN,1,0,0,0,39,0,No phone service,DSL,0,0,0,1,0,1,Month-to-month,1,Electronic check,40.6,0
0277-BKSQP,1,0,1,1,8,1,No,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,54.4,0
6502-HCJTI,1,1,1,0,7,1,Yes,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.7,1
2606-RMDHZ,1,0,0,0,6,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.5,1
2676-SSLTO,1,0,0,0,49,1,Yes,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),66.15,0
6266-QHOJZ,0,0,0,0,65,1,Yes,Fiber optic,1,1,0,1,0,0,One year,1,Electronic check,89.85,0
7269-JISCY,0,0,0,0,55,1,No,DSL,0,0,0,0,0,0,One year,0,Bank transfer (automatic),45.05,0
0363-SVHYR,1,0,1,1,71,1,Yes,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.85,0
8547-NSBBO,1,0,0,0,35,1,Yes,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Mailed check,96.75,0
8258-GSTJK,1,1,0,0,3,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77,1
9940-RHLFB,0,0,0,0,1,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.3,1
6591-QGOYB,1,0,0,0,17,1,Yes,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),106.65,0
9070-BCKQP,0,0,1,0,72,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),110.15,0
6421-SZVEM,0,0,1,1,28,1,No,Fiber optic,1,0,0,0,0,1,One year,1,Bank transfer (automatic),82.85,0
2995-UPRYS,0,1,1,0,40,1,No,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),99.2,1
8878-RYUKI,0,0,0,0,52,1,No,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,0
9633-DENPU,0,0,1,0,47,1,No,DSL,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),58.6,0
7811-JIVPF,0,0,0,0,23,1,No,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),49.7,0
7113-HIPFI,1,0,1,1,66,1,No,DSL,1,1,1,1,0,0,Two year,0,Mailed check,65.85,0
8541-QVFKM,0,0,0,0,8,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.5,0
6686-YPGHK,1,1,0,0,47,1,No,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,85.5,1
9258-CNWAC,0,0,1,1,71,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),113.65,0
5371-VYLSX,0,1,0,0,50,1,Yes,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,83.4,0
6374-AFWOX,1,0,1,0,46,1,No,DSL,1,1,1,1,0,0,Two year,0,Mailed check,65.65,0
4759-TRPLW,1,0,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,1
5317-FLPJF,0,0,0,0,66,0,No phone service,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),61.35,0
7621-VPNET,0,0,1,0,42,1,Yes,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),85.9,0
6034-YMTOB,0,0,0,0,5,1,No,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,75.65,0
8563-IIOXK,1,0,1,1,7,1,No,DSL,1,0,0,0,0,0,One year,1,Electronic check,49.75,1
4903-CNOZC,1,0,0,0,29,1,Yes,DSL,0,1,1,0,0,1,One year,0,Credit card (automatic),70.9,0
4353-HYOJD,0,0,1,1,27,1,No,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,49.85,0
8020-BWHYL,0,1,0,0,15,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),75.3,1
2982-VPSGI,0,0,1,0,11,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94,1
4188-FRABG,1,0,1,0,57,1,Yes,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Electronic check,103.05,0
8199-ZLLSA,1,0,0,0,67,1,Yes,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),118.35,1
4128-ETESU,0,1,1,0,47,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,99.7,0
0620-DLSLK,0,0,0,0,13,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,81.9,0
4625-EWPTF,1,0,0,0,8,0,No phone service,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,30.45,1
5980-NOPLP,0,0,1,0,44,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.1,1
3850-OKINF,1,0,1,1,71,1,Yes,DSL,1,0,0,0,1,0,One year,1,Electronic check,66.2,0
6892-XPFPU,1,1,1,0,24,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.25,1
8010-EZLOU,1,1,0,0,15,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.2,1
3295-YVUSR,1,1,0,0,2,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,72.6,0
8016-NCFVO,1,1,0,0,55,1,Yes,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Electronic check,116.5,0
4119-ZYPZY,1,1,0,0,71,1,Yes,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,106.8,0
7577-SWIFR,1,0,0,0,1,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.25,0
6408-OTUBZ,0,0,0,0,66,1,Yes,Fiber optic,1,1,1,1,1,0,One year,1,Bank transfer (automatic),104.55,0
5204-HMGYF,0,0,1,1,49,1,No,DSL,1,1,1,1,1,1,One year,1,Mailed check,87.2,0
1078-TDCRN,0,1,1,0,3,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.75,0
3797-FKOGQ,1,0,0,1,11,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.2,0
7622-NXQZR,1,0,0,0,28,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),30.1,0
6196-HBOBZ,1,0,1,0,65,1,Yes,Fiber optic,1,1,1,0,1,0,Two year,1,Electronic check,99.35,0
5439-WIKXB,1,1,1,0,41,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.55,0
9874-QLCLH,0,0,1,1,17,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,104.2,1
8294-UIMBA,0,0,0,0,30,1,No,Fiber optic,0,0,0,1,1,1,One year,1,Bank transfer (automatic),94.4,0
8109-YUOHE,1,0,0,0,17,1,No,DSL,1,1,0,0,0,0,One year,0,Mailed check,56.1,0
5840-NVDCG,0,0,1,1,16,1,No,DSL,1,1,0,1,0,1,Two year,0,Bank transfer (automatic),68.25,0
5928-QLDHB,1,0,0,0,9,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.25,0
9840-EFJQB,0,0,0,0,1,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.35,0
0696-UKTOX,1,0,0,1,23,1,No,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,54.15,0
3472-OAOOR,1,0,1,1,19,0,No phone service,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,34.95,0
6135-OZQVA,0,0,0,0,7,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,53.65,0
8062-YBDOE,1,1,0,0,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,1
2252-JHJGE,1,0,0,0,61,1,Yes,Fiber optic,1,0,1,0,1,1,One year,0,Electronic check,104,0
4188-PCPIG,0,0,1,0,57,1,No,DSL,1,1,0,1,1,0,Two year,1,Credit card (automatic),70.35,0
6000-APYLU,1,0,0,0,9,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.8,1
7105-BENQF,1,0,0,1,15,1,No,DSL,1,0,1,0,0,1,One year,0,Mailed check,64.85,0
3566-VVORZ,0,0,1,0,12,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),45.9,0
2480-SQIOB,1,0,1,1,4,1,No,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.8,0
0947-IDHRQ,0,0,0,0,7,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,80.3,1
0128-MKWSG,0,0,0,1,26,0,No phone service,DSL,1,0,0,1,0,1,Month-to-month,0,Mailed check,45.8,0
3672-YITQD,1,1,1,0,36,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,1
4350-ZTLPI,0,0,1,0,53,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),108.95,0
9048-JVYVF,1,0,0,0,3,1,No,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,69.35,1
0361-HJRDX,0,0,0,0,68,0,No phone service,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),64.35,0
5727-MYATE,1,0,1,1,72,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.8,0
8988-ECPJR,0,1,1,1,34,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.6,1
7570-WELNY,0,0,1,0,68,1,Yes,Fiber optic,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),84.7,0
3021-VLNRJ,0,0,0,1,50,1,No,DSL,1,0,1,1,1,0,One year,1,Credit card (automatic),70.8,0
3776-EKTKM,0,1,0,0,1,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,36.45,1
2080-CAZNM,0,1,0,0,41,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,0
1028-FFNJK,1,1,1,0,30,1,Yes,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,101.5,0
6907-FLBER,1,0,0,0,1,1,Yes,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,54.3,0
3001-UNBTL,1,1,1,1,29,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,103.95,0
5982-PSMKW,0,0,1,1,23,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),91.1,0
1902-XBTFB,1,0,0,1,22,1,No,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.4,1
1676-MQAOA,1,0,0,0,72,1,No,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),75.1,0
0786-IVLAW,0,1,0,0,66,1,Yes,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),108.1,0
7566-DSRLQ,0,0,1,0,72,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.15,0
0643-OKLRP,0,1,1,0,47,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,80.35,1
7245-JMTTQ,0,0,0,0,51,1,Yes,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.5,0
6050-IJRHS,0,0,1,1,70,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.5,0
8591-TKMZH,1,0,1,1,59,1,Yes,Fiber optic,1,1,0,1,1,1,Two year,1,Mailed check,111.1,0
0734-OXWBT,1,0,0,1,3,1,No,DSL,0,0,0,1,1,1,Month-to-month,0,Mailed check,70.7,0
4282-ACRXS,1,1,1,0,38,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.85,0
0365-TRTPY,0,0,0,0,37,1,Yes,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),91.2,0
7349-ALMUX,1,0,0,0,37,1,No,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),65.6,0
9381-NDKME,0,1,1,0,24,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),40.65,1
6502-KUGLL,0,0,1,1,14,1,No,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),59.45,0
1841-YSJGV,1,0,1,0,72,1,Yes,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),109.95,0
2794-XIMMO,1,0,1,0,53,0,No phone service,DSL,0,1,1,1,1,1,One year,1,Electronic check,60.45,1
8382-SHQEH,0,0,1,0,8,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,1
3511-BFTJW,1,0,1,1,72,0,No phone service,DSL,1,1,1,0,0,0,Two year,0,Credit card (automatic),38.5,0
7668-XCFYV,0,1,1,0,17,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.55,0
2983-ZANRP,0,0,1,1,2,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.55,1
3034-ZBEQN,0,0,1,0,48,0,No phone service,DSL,0,1,1,0,0,0,One year,0,Mailed check,34.7,1
2282-YGNOR,0,0,0,0,29,1,No,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),58,0
5336-UFNZP,0,1,1,1,65,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,107.45,0
6854-EXGSF,0,0,0,0,8,1,Yes,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),65.5,0
9233-PSYHO,0,1,0,0,45,1,Yes,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),100.15,0
5376-PCKNB,1,0,1,1,72,1,Yes,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.45,0
4060-LDNLU,1,0,0,0,7,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,96.2,0
3589-PPVKW,1,0,0,0,9,1,No,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.4,0
8327-LZKAS,0,1,1,0,43,1,Yes,Fiber optic,0,0,1,1,1,1,One year,1,Electronic check,107.55,1
5887-IKKYO,1,0,1,1,58,1,Yes,Fiber optic,0,0,1,1,0,1,Two year,0,Bank transfer (automatic),94.35,0
1075-BGWOH,1,1,1,0,16,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.75,1
0302-JOIVN,0,0,1,0,8,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,101.15,1
3858-XHYJO,0,0,1,0,40,1,Yes,Fiber optic,1,0,1,0,1,1,One year,0,Bank transfer (automatic),105.75,0
4299-SIMNS,1,0,0,0,9,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,81.15,0
7025-IWFHT,1,0,0,0,41,1,No,Fiber optic,0,1,0,1,1,0,One year,1,Electronic check,89.55,0
6261-LHRTG,0,0,0,0,26,1,No,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),54.75,0
7841-FCRQD,0,0,1,0,33,1,No,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),53.75,0
2056-EVGZL,1,0,1,1,68,1,No,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,0
8777-MBMTS,0,1,1,0,65,1,No,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),105.85,0
7753-USQYQ,1,0,0,0,55,1,No,DSL,0,1,0,1,0,1,One year,1,Electronic check,64.2,0
5366-IJEQJ,1,0,0,0,20,1,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.7,1
7661-CPURM,1,0,0,0,19,1,No,Fiber optic,0,0,0,1,0,1,One year,1,Credit card (automatic),87.7,0
6233-HXJMX,0,0,0,0,45,1,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),89.3,0
1981-INRFU,0,0,0,0,2,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.75,1
4971-PUYQO,0,0,0,0,27,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,1
5115-GZDEL,1,0,0,1,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),67.2,0
3338-CVVEH,1,0,0,0,12,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.55,0
8485-GJCDN,0,1,0,0,5,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.05,1
